Author/s,Year,Title,ID,Abstract
"Moon Jung Choi & Sangyeon Hwang & Hyejoon Im, 2020.
 """,2020.,Cross-border Trade Credit and Trade Flows During the Global Financial Crisis,"2020-14, Economic Research Institute, Bank of Korea.","Cross-border trade credit is credit extended by exporters and importers and makes up a considerable share of the trade finance instruments used in global trade. We use quarterly data on cross-border trade credit recorded in the International Investment Position at the International Monetary Fund and examine its effects on trade flows during the 2008-09 global financial crisis. Unlike previous studies, we find not only that the effects of trade credit are positive on average, but also that these effects are more pronounced during the crisis. Specifically, we find that the decrease in trade credit explains 8.9%-10.5% of the trade collapse during the crisis. In addition, we find that the effects of trade credit on trade flows are more pronounced during the crisis for countries with a low level of financial development in the pre-crisis period."
"Seungyoon Lee, 2020.
 """,2020.,House Prices and Household Consumption in Korea,"2020-11, Economic Research Institute, Bank of Korea.","We measure impact of real estate housing prices on household consumption and investigate channels in operation, making use of panel data from Korea. Our baseline finding is that households expand their consumption by 0.194 percentage points in response to a 1 percentage point increase in the real house price index. This result is driven to a larger extent by home-owning households rather than non home-owning households, and by falling prices rather than rising prices. In an attempt to find clues as to the operation of relevant channels, we further breakdown total households into subgroups based on multi-house ownership, ages of the householders, size of the housing unit, and borrowing constraints that the household may face. In examining these subgroups of homeowners, we find evidence consistent with the operation of the wealth effect channel, but we do not find evidence supporting the operation of the collateral effect channel. Estimates for non home-owning households are broadly consistent with the precautionary saving effect channel, but we also find results that might be interpreted as there being a discouragement effect channel for a subgroup of non home-owning households."
"Kyoo il Kim & Jin Ho Park, 2020.
 """,2020.,Aggregate Productivity Growth and Firm Dynamics in Korean Manufacturing 2007-2017,"2020-9, Economic Research Institute, Bank of Korea.","We study aggregate productivity growth of the Korean manufacturing industry for the 2007-2017 period. We find that the nature of such growth was quite different for two measures of productivity. For labor productivity, most of growth comes from productivity changes among surviving firms. On the other hand, for TFP, most of the productivity growth comes from that of new entrants in recent years. Our work illustrates the different nature of two productivity measures in terms of their growth paths. We also show interesting industry dynamics for both productivity measures, as exiting firms contributed positively to aggregate productivity growth with increasing trends, which suggests that the market had gradually eliminated firms of lower productivity. Using the dynamic Olley and Pakes (1996) decomposition, we also find that for both productivity measures, a substantial productivity growth after the 2008 global financial crisis was due to market share reallocations between firms, but this between-firm contribution has somewhat slowed or been decreasing since then. Our industry sector level study also shows that there has been fundamentally different heterogeneous productivity growth patterns and components across manufacturing sectors. Finally, we find that the wage level also plays a role in moderating or as an accelerating factor for different productivity growth paths among surviving, entering, and exiting firms. We find that higher wage groups had disproportionately higher entry and exit rates, and that the contributions of these industry dynamics to aggregate productivity growth were largest for the highest wage group while the productivity growth from the between firm component was substantially higher for lower wage groups. Therefore, we find that not only a timely change in input and output, but also in the wage, is a necessary ingredient for the pace and magnitude of reallocation to be effective in aggregate productivity growth."
"Jaewon Choi & Jieun Lee, 2020.
 """,2020.,Network-Based Measures of Systemic Risk in Korea,"2020-8, Economic Research Institute, Bank of Korea.","We estimate systemic risk in the Korean economy using the econometric measures of commonality and connectedness applied to stock returns. To assess potential systemic risk concerns arising from the high concentration of the economy in large business groups and a few export-oriented sectors, we perform three levels of estimation using individual stocks, business groups, and industry returns. Our results show that the measures perform well over our sample period by indicating heightened levels of commonality and interconnectedness during crisis periods. In out-of-sample tests, we show that the measures can predict future losses in the stock market during the crises. We also provide the recent readings of our measures, both at the market, chaebol, and industry levels. The measures indicate systemic risk is currently not a major concern in Korea, as they tend to be at the lowest level since 1998. Systemic risk within-chaebols or within-industries overall has not significantly increased in the recent sub-period. In contrast, commonality within the finance industry has not subsided, which we interpret as capturing the interconnectedness endemic to the finance industry, rather than indicating a heightened systemic risk within the banking sector."
"Hyeongwoo Kim & Soohyon Kim, 2020.
 """,2020.,Common Factor Augmented Forecasting Models for the US Dollar-Korean Won Exchange Rate,"2020-5, Economic Research Institute, Bank of Korea.","We propose factor-augmented out of sample forecasting models for the real exchange rate between Korea and the US. We estimate latent common factors by applying an array of data dimensionality reduction methods to a large panel of monthly frequency time series data. We augment benchmark forecasting models with common factor estimates to formulate out-of-sample forecasts of the real exchange rate. Major findings are as follows. First, our factor models outperform conventional forecasting models when combined with factors from the US macroeconomic predictors. Second, our factor models perform well at longer horizons when American real activity factors are employed, whereas American nominal/financial market factors help improve short-run prediction accuracy. Third, models with global PLS factors from UIP fundamentals overall perform well, while PPP and RIRP factors play a limited role in forecasting."
"Nam Gang Lee & Byoung Hoon Seok, 2019.
 """,2019.,A Structural Change in the Trend and Cycle in Korea,"2019-26, Economic Research Institute, Bank of Korea.","We develop a new identification approach based on the regression of consumption on output to identify a structural break in business cycles. Using this method, we find that a structural change in the trend and cycle in Korea occurred in 1993. To explain these, we estimate the parameters of the productivity process in Korea, using data on Solow residuals. Our estimates show that the relative importance of trend growth shocks in the post-break period increased by a factor of 2.56 compared to that in the pre-break period."
"Youngju Kim & Seohyun Lee & Hyunjoon Lim, 2019.
 """,2019.,"Uncertainty, Credit and Investment: Evidence from Firm-Bank Matched Data","2019-25, Economic Research Institute, Bank of Korea.","This paper studies how high uncertainty affects corporate bank loans, addressing the important identification issue. In times of high uncertainty, firms reduce their credit demand due to delayed investments or a deterioration in their credit worthiness, while at the same time banks are more exposed to negative shocks to their balance sheet and thereby reduce credit supply. To isolate the uncertainty effect from the credit supply effect, we employ matched bank-firm loan data covering all loans extended by all financial intermediaries to the universe of listed firms in Korea, a bank-centered economy. Our empirical results reveal that a failure to control for credit supply leads to overestimation of the negative effect of uncertainty on bank loans. In addition, we find that the negative effect is stronger for relatively larger firms or financially unconstrained firms with low leverage or financial slack, once credit supply is controlled for. We confirm the same results in the analysis of firm investment, suggesting that high uncertainty may transmit to investment and bank loans mainly through the real options effects."
"Jihyun Eum, 2019.
 """,2019.,Impact of Chinese Renminbi on Korean Exports: Does Quality Matter?,"2019-24, Economic Research Institute, Bank of Korea.","This paper examines the impact of changes in the Chinese exchange rate on Korean exports taking into consideration the characteristics of the exported products. In this paper, we consider the degree of vertical product differentiation to be one of the causes that ease the negative spillover effects from the depreciation of the Chinese renminbi on Korea¡¯s export performance. Using import data from OECD member countries from 2002 to 2014, we find that Korea's exports to OECD countries of the products that have a greater degree of competition fall more as the renminbi depreciates. In addition, once quality differences between Korea and China are considered in the estimation, the negative impact from the depreciation of the Chinese renminbi turn out to be negligible. Due to a small response to the depreciation of the Chinese renminbi for a high quality good, the negative impact diminishes in the markets and the products where Korean goods show a relatively higher quality than those of China."
"Hyun Hak Kim & Hosung Jung, 2019.
 """,2019.,Systemic Risk of the Consumer Credit Network across Financial Institutions,"2019-23, Economic Research Institute, Bank of Korea.","We investigate a network of financial institutions in Korea using the Korea Consumer Credit Panel (KCCP). The main contribution of this paper is that we construct the network of financial institution from the consumer credit level. We assume each consumer make a loan from multiple institutions so that those institutions share same risk from same consumer no matter of quality or type of loan. Then we construct the financial network between institutions and compute contagion index based on those multiple connection with a weight of default probability of individual borrowers. We found strong connection with banking institutions and credit card firms due to convenience in making small-amount loans with credit cards. However, when we give an weight with default probability to the linkage among institutions, connections of banking institution with savings bank, non-credit card finance corporation and merchant banking are stronger than others, while banking institution holds center position and has biggest amount of loans individually. Contagion index hit a peak in 2013Q1 and then fell rapidly, finally has been fluctuated in relatively low level from 2016 to 2017Q2. The result in our paper enables the authority to watch the systemic risk from consumer credit level with specific consumer type with their default probability."
"Kwangyong Park & Eun Kyung Lee, 2019.
 """,2019.,Identifying Government Spending Shocks and Multipliers in Korea,"2019-22, Economic Research Institute, Bank of Korea.","Accurately estimating the government spending multiplier is important so that fiscal policies can be used appropriately when recessions hit the economy. To fill the gap between the frontier research of calculating the government spending multiplier and current Korean research, and to estimate a more accurate multiplier in Korea, we construct a government spending news series in Korea based on Fisher and Peters (2010) by exploiting a market-weighted sum of excess stock returns of military contractors in Korea. We then use this military spending news series and estimate a structural VAR model to evaluate the effects of government spending. As a result, GDP and government spending show statistically significant responses to military spending news shocks. The accumulated government spending multiplier peaks after four quarters, and the five-year cumulative multiplier is calculated as 1.27. For a robustness check, different types of VAR models are tested and results are qualitatively similar."
"Ki-Ho Kim, 2019.
 """,2019.,Wealth Effects Revisited: Quantile Canonical Cointegrating Regression Approach (in Korean),"2019-21, Economic Research Institute, Bank of Korea.","This paper analyzes the effects of wealth and household debt on household consumption expenditure using macro time series data by quantile regression. For this purpose, we propose the QCCRE(Quantile Canonical Cointegrating Regression Estimator). The QCCRE provides an estimation method for quantile regression with non-stationary time series data. The estimator is a solution to the Koenker and Bassetts (1978)¡¯s minimization problem, and its asymptotic distribution follows a mixed normal distribution. The estimation results show that disposible income has a positive effect which confirms previous research. Financial assets (stock price index) have a positive wealth effect, however, household¡¯s real assets (house price index) have a negative wealth effect which is different from previous research. Household debt has a positive effect on household consumption. However, the net effects of household debt may be smaller or even insignificant because household debt is sum of martgage loan and non-martgage loans that have opposite effects on household consumption."
"Sang-yoon Song, 2019.
 """,2019.,The Cash-Flow Channel of Monetary Policy: Evidence from Mortgage Borrowers,"2019-20, Economic Research Institute, Bank of Korea.","This paper investigates the relationships between consumption and mortgage interest reduction caused by an expansionary monetary policy, using comprehensive borrower-level information on mortgages and credit card purchases from a credit bureau company in South Korea. The main findings are as follows: (i) the significant and negative relationship between mortgagors¡¯ interest payments and consumption comes from borrowers with ARMs (Adjustable-Rate Mortgages), (ii) among mortgagors with ARMs, those with low liquidity and credit accessibility show a high interest-induced MPC (Marginal Propensity to Consume), (iii) the debt burdens of mortgagors have a weaker effect on the interest-induced MPC heterogeneity due to active deleveraging behavior of borrowers with a high debt burden, (iv) while unconstrained borrowers consistently show low and insignificant MPCs, constrained borrowers (those with low liquidity, credit accessibility) maintain long-lasting high MPCs for eight quarters after interest reduction, and (v) the MPC of those with low liquidity becomes lower as time goes by, indicating that windfall gains by mortgage interest reduction help to relax the liquidity constraints they face. These results imply that financial characteristics of mortgage borrowers can affect the magnitude and persistence of the cash flow channels of an expansionary monetary policy."
"Euna Cho, 2019.
 """,2019.,"Takeover, Distress, and Equity Issuance: Evidence from Korea","2019-19, Economic Research Institute, Bank of Korea.","We study the motive and the economic effects of takeover in Korea, which has not been actively studied due to difficulties in collecting data. Using the data of largest shareholder change disclosed in the Korea Exchange's public disclosure system in 2004-2017, we estimate logit regressions of the likelihood that the firms to be a target. We also estimate panel regressions to examine the effect of takeovers on financial performances. The results show that takeovers in Korea occur in relation to financial distress, and that some companies tend to be targeted repeatedly. However, after the takeover, the financial distress is not resolved, indicating poor performance of takeovers motivated by financial distress."
"Soohyon Kim & Youngjoon Lee & Jhinyoung Shin & Ki Young Park, 2019.
 """,2019.,Text Mining for Economic Analysis (in Korean),"2019-18, Economic Research Institute, Bank of Korea.","We provide detailed description of how text data analysis is done and review series of studies done through text mining. Natural language can be characterized with ambiguity and obscurity compared to structured data. It is hard to retrieve useful information from text data as it carries natural language itself. Text mining or natural language processing is a multi-discipline area of modern technic in which we can distill and obtain just what we need from text. With the development of AI and machine learning, text mining is becoming one of the high-end technology in various fields of research even in economics. We expect there will be more demand for text data analysis as it will be complementary to traditional structured data and also as a new source of information."
"Bruno Deschamps & Christos Ioannidis & Kook Ka, 2019.
 """,2019.,High-Frequency Credit Spread Information and Macroeconomic Forecast Revision,"2019-17, Economic Research Institute, Bank of Korea.","We examine whether professional forecasters incorporate high-frequency information about credit conditions when revising their economic forecasts. Using Mixed Data Sampling regression approach, we find that daily credit spreads have significant predictive ability for monthly forecast revisions of output growth, at both aggregate and individual forecast levels. The relations are shown to be notably strong during ¡®bad¡¯ economic conditions, suggesting that forecasters anticipate more pronounced effects of credit tightening during economic downturns, indicating the amplification effect of financial developments on macroeconomic aggregates. Forecasts do not incorporate the totality of financial information received in equal measures, implying the presence of information rigidities in the incorporation of credit spread information."
"Myunghyun Kim, 2019.
 """,2019.,Does the Number of Countries in an International Business Cycle Model Matter?,"2019-16, Economic Research Institute, Bank of Korea.","Until the 1990s, standard models with two large open economies (i.e. the U.S. and Europe) provided plausible representations of the world economy. However, with the emergence of many countries such as China since then, this approach no longer seems reasonable. In line with this change to the global economic environment, there also have been changes in cross-country correlations: the output correlation between the U.S. and Europe has risen, and their consumption correlation has slightly fallen. Accordingly, this paper adds many countries to a standard model to show that doing so can capture the transition in the cross-country correlations. By analytical investigation, I first show that as the number of countries in a simple model increases, the output correlation rises and the consumption correlation falls. A quantitative analysis with a more general model also shows that when the model has more countries, it yields a higher output correlation and a smaller consumption correlation."
"Choong Hyun Nam, 2019.
 """,2019.,Overhead Labour and Skill-Biased Technological Change: The Role of Product Diversification,"2019-15, Economic Research Institute, Bank of Korea.","This paper tries to explain why a certain type of technology is skill-biased. In contrast with existing literature, this paper regards skilled workers as overhead labour, and presents a model wherein skilled workers constitute a fixed input, required to produce a new product. The demand for skill increases with product variety, and information technology is skill-biased because it raises product variety by lowering the fixed cost of product creation. However, skill-biased change does not necessarily raise measured productivity because product diversification reallocates resources into fixed inputs, which is consistent with the historical fact that skill-biased change did not always accompany productivity growth."
"Jihong Lee & Yunmi Nam, 2019.
 """,2019.,Patent Citations and Localization of Knowledge Spillovers: Evidence from Korea (in Korean),"2019-14, Economic Research Institute, Bank of Korea.","This paper studies localization effects of knowledge spillovers in Korea using US patents granted over the period 1996-2015. The ¡°sample-matching¡± analysis initiated by Jaffe, Trajtenberg, and Henderson(1993) is adopted. We do not find evidence of positive localization effects in Korea. In particular, controlling for the existing geographic distribution of knowledge production, the frequency of domestic citations of Korean patents is no more than the citation frequency from overseas. We also examine localization effects across regions and industries. Our findings suggest a potential role for government policy aimed at promotion of positive innovation externalities within the Korean economy."
"Moon Jung Choi & Ji Hyun Eum, 2019.
 """,2019.,Intra-firm and Arm's Length Trade during the Global Financial Crisis: Evidence from Korean Manufacturing Firms,"2019-13, Economic Research Institute, Bank of Korea.","In this paper, we investigate and compare the different patterns of intra-firm trade and arm's length trade during the global financial crisis. Intra-firm trade refers to the cross-border flow of goods between related parties, and arm¡¯s length trade refers to the cross-border flow of goods between unrelated parties. Using firm-level data from the Korean manufacturing sector from 2006 to 2009, we employ two approaches that complement each other, accounting decomposition and fixed effects regression analyses. Our accounting decomposition result reveals that aggregate-level intra-firm trade is more responsive to shocks during the global financial crisis compared to arm¡¯s length trade, particularly in durable goods industries. The decline in intra-firm trade during the crisis is largely driven by extensive margins while the changes in arm¡¯s length and total trade are largely driven by intensive margins. The fixed effects panel regression results show that firms¡¯ involvement in the global value chain is the most significant determinant for the decline in a firm¡¯s trade growth during the crisis, where the negative effect is stronger for arm¡¯s length trade than for intra-firm trade, and is more pronounced in durable goods industries than in non-durable goods industries."
"Seohyun Lee & Rickard Nyman, 2019.
 """,2019.,Tracking Uncertainty through the Relative Sentiment Shift Series,"2019-12, Economic Research Institute, Bank of Korea.","We examine the causal dynamic relationship between economic policy uncertainty and economic activities, using a Local Projection model with external instruments. Based on the psychological theory of conviction narratives, we construct a Relative Sentiment Shift (RSS) index and use it as an instrumental variable that captures exogenous variations in economic policy uncertainty. Our empirical results suggest that an increase in economic policy uncertainty induces recessionary pressures in the economy: reductions in production and employment, a sharp stock market downturn, and a constrained financial market."
"Youngjoon Lee & Soohyon Kim & Ki Young Park, 2019.
 """,2019.,Measuring Monetary Policy Surprises Using Text Mining: The Case of Korea,"2019-11, Economic Research Institute, Bank of Korea.","We propose a novel approach to measure monetary policy shocks using sentiment analysis. We quantify the tones of 24,079 news articles around 152 dates of Monetary Policy Board (MPB) meetings of the Bank of Korea (BOK) from March 2005 to November 2017. We then measure monetary policy surprises using the changes of those tones following monetary policy announcements and estimate the impact of monetary policy surprises on asset prices. Our measure of monetary policy surprises better explains changes in long-term rates, while changes in the Bank of Korea's base rate are more closely associated with changes in short-term rates (maturity of one year less). Our results strongly suggest that using a text mining approach to measure monetary policy surprises sheds light on information related to forward guidance and market expectations on future monetary policy."
"Jungu Yang, 2019.
 """,2019.,"Alchemy of Financial Innovation: Securitization, Liquidity and Optimal Monetary Policy","2019-10, Economic Research Institute, Bank of Korea.","This paper provides a theoretical model to explain how securitization affects the overall liquidity and welfare of an economy, an under-discussed area in the literature. By applying an overlapping generations model with random-relocation shocks, the effects of securitization are analyzed in three different hypothetical situations: 1. only one region of the economy issues securities, 2. all regions issue securities with the same capital productivity, and 3. all regions issue securities, but capital productivity is disparate across regions. Asset securitization plays a role in supplying alternative liquid assets (fiat money). As the economy can invest its resources more efficiently in high-yielding illiquid assets (capital) due to securitization, both consumption and welfare increase overall. Optimal monetary policy follows the Friedman rule in cases 1. and 2. However, the rule does not apply in case 3."
"Yongseung Jung & SungJu Song, 2019.
 """,2019.,Monetary Policy in a Two-Agent Economy with Debt-Constrained Households (in Korean),"2019-9, Economic Research Institute, Bank of Korea.","This paper examines monetary policy quantitatively in a two-agent and small-scale New-Keynesian economy with debt-constrained households who cannot smooth their consumption intertemporally and frictionlessly since highly indebted households are not allowed to borrow above a certain debt ceiling in incomplete financial markets without additional risk premiums due to information asymmetry between savers and borrowers. We find that, in the event of cost shocks, the asymmetric responses of borrowing households without and saving households with dividend incomes lead to different labor supplies and consumptions over heterogeneous households, and eventually to an extension of monetary policy transmission channels. The income effect and low elasticity of labor supply play key roles for such asymmetric responses over heterogeneous households. We also find that the social welfare in flexible inflation targeting (FIT) monetary policy, in which both the inflation gap and output gap are considered in an integrated way for policy-making, is similar to that of Ramsey optimal monetary policy (ROP), in which the shares of debt-constrained households as well as all economic states including both the inflation gap and output gap are considered comprehensively for policy-making, and greater than that of simple inflation targeting (SIT) monetary policy, in which only the inflation gap is considered mechanically for policy-making. Such social welfare implies that FIT policy may still work well even in an economy with a sizable number of debt-constrained households. Further, the responses of cost shocks to consumption and labor supply are dying out more slowly in FIT and ROP policies than in SIT policy."
"Kyeong-Hoon Kang & Jungu Yang, 2019.
 """,2019.,Industrial Policy for Innovative Companies: A Theoretical Approach (in Korean),"2019-8, Economic Research Institute, Bank of Korea.","In the aftermath of the global financial crisis, the government's role in supporting innovative companies that will lead the Fourth Industrial Revolution is growing. This paper introduces the results of recent studies into the government¡¯s industrial policies. It examines the mechanisms that enable the supply of sufficient funds for the development of innovative technologies through a theoretical model, and then draws policy implications. Extending loans to innovative industries is likely to result in insufficient lending to emerging innovators. This is due to poaching externality that focuses on entrepreneurs with good repayment histories of existing loans. There may be an equilibrium where funding to the innovative industries cannot be achieved at all. This implies that if private financial institutions only play a role of supplying funds to innovative companies, a smooth supply of funds to innovative companies may not be attained. Therefore, the government needs to implement industrial policies to facilitate investment in innovative industries."
"Uijin Kim & Hosung Jung, 2019.
 """,2019.,Monetary Policy's Risk-Taking Channel in Consideration of Bank's Profit and Asset Structure: Evidence from Korea (in Korean),"2019-7, Economic Research Institute, Bank of Korea.","This paper explores the effect of an interest rate change on the risk-taking of a bank in consideration of its profit and asset structure. The risk-taking is proxied by the risk weight of a bank, derived from its BIS capital ratio. We show that in Korea, an interest rate increase (decrease) make a bank bear less (more) risk. The risk-taking of a bank more profitable is less sensitive to an interest rate change. In addition, the asset structure, such as ratio of loan to total asset and ratio of short-term asset to total asset, of a bank adopting internal ratings based approach for its asset risk assessment, has more impact on bank¡¯s risk-taking than one with standardized approach. This paper is the first attempt to use the risk weight of a bank under capital regulation to analyze the relation between an interest rate change and bank¡¯s risk-taking. It thus contributes to the literature by the use of direct measure for risk-taking of a bank and by showing the interaction between monetary policy and macroprudential policy."
"Young Sik Kim & Ohik Kwon, 2019.
 """,2019.,Central Bank Digital Currency and Financial Stability,"2019-6, Economic Research Institute, Bank of Korea.","We examine the implications of central bank digital currency (CBDC) for financial stability using a monetary general equilibrium model in which (i) banks provide liquidity in the form of fiat currency, and (ii) commercial bank deposits compete with the central bank deposits in CBDC account. CBDC is a national currency-denominated, interest-bearing and account-based claim on the central bank. People have access to CBDC via direct deposit at the central bank. Claims on specific agents cannot be traded across locations due to limited communication and hence in the event of relocation an agent needs to withdraw deposits in the form of universally verified paper currency. Claims on interest-bearing CBDC is not subject to limited communication problem in the sense that it is also universally verified across locations as an account-based legal tender. The introduction of deposits in CBDC account essentially decreases supply of private credit by commercial banks, which raises the nominal interest rate and hence lowers a commercial bank's reserve-deposit ratio. This has negative effects on financial stability by increasing the likelihood of bank panic in which commercial banks are short of cash reserves to pay out to depositors. However, once the central bank can lend all the deposits in CBDC account to commercial banks, an increase in the quantity of CBDC which does not require reserve holdings can enhance financial stability by essentially increasing supply of private credit and hence lowering nominal interest rate."
